@    x                 y               z           nabs nscat  abslum      temp    dens       mass       cell_tau  next_n
  2.6673680e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  9.2075e-17  0.0000e+00  0.0000e+00     0
  2.8154720e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  8.4720e-17  0.0000e+00  0.0000e+00     0
  2.9635760e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  7.8140e-17  0.0000e+00  0.0000e+00     0
  3.1116800e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  7.2242e-17  0.0000e+00  0.0000e+00     0
  3.2597840e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  6.6943e-17  0.0000e+00  0.0000e+00     0
  3.4078880e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  6.2170e-17  0.0000e+00  0.0000e+00     0
  3.5559920e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  5.7862e-17  0.0000e+00  0.0000e+00     0
  3.7040960e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  5.3963e-17  0.0000e+00  0.0000e+00     0
  3.8522000e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  5.0427e-17  0.0000e+00  0.0000e+00     0
  4.0003040e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  4.7212e-17  0.0000e+00  0.0000e+00     0
  4.1484080e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  4.4282e-17  0.0000e+00  0.0000e+00     0
  4.2965120e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  4.1606e-17  0.0000e+00  0.0000e+00     0
  4.4446160e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  3.9157e-17  0.0000e+00  0.0000e+00     0
  4.5927200e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  3.6911e-17  0.0000e+00  0.0000e+00     0
  4.7408240e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  3.4846e-17  0.0000e+00  0.0000e+00     0
  4.8889280e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  3.2945e-17  0.0000e+00  0.0000e+00     0
  5.0370320e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  3.1191e-17  0.0000e+00  0.0000e+00     0
  5.1851360e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  2.9569e-17  0.0000e+00  0.0000e+00     0
  5.3332400e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  2.8068e-17  0.0000e+00  0.0000e+00     0
  5.4813440e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  2.6675e-17  0.0000e+00  0.0000e+00     0
  5.6294480e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  2.5382e-17  0.0000e+00  0.0000e+00     0
  5.7775520e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  2.4178e-17  0.0000e+00  0.0000e+00     0
  5.9256560e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  2.3056e-17  0.0000e+00  0.0000e+00     0
  6.0737600e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  2.2009e-17  0.0000e+00  0.0000e+00     0
  6.2218640e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  2.1030e-17  0.0000e+00  0.0000e+00     0
  6.3699680e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  2.0114e-17  0.0000e+00  0.0000e+00     0
  6.5180720e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  1.9255e-17  0.0000e+00  0.0000e+00     0
  6.6661760e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  1.8450e-17  0.0000e+00  0.0000e+00     0
  6.8142800e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  1.7693e-17  0.0000e+00  0.0000e+00     0
  6.9623840e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  1.6981e-17  0.0000e+00  0.0000e+00     0
  7.1104880e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  1.6311e-17  0.0000e+00  0.0000e+00     0
  7.2585920e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  1.5679e-17  0.0000e+00  0.0000e+00     0
  7.4066960e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  1.5082e-17  0.0000e+00  0.0000e+00     0
  7.5548000e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  1.4519e-17  0.0000e+00  0.0000e+00     0
  7.7029040e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  1.3986e-17  0.0000e+00  0.0000e+00     0
  7.8510080e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  1.3482e-17  0.0000e+00  0.0000e+00     0
  7.9991120e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  1.3004e-17  0.0000e+00  0.0000e+00     0
  8.1472160e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  1.2551e-17  0.0000e+00  0.0000e+00     0
  8.2953200e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  1.2121e-17  0.0000e+00  0.0000e+00     0
  8.4434240e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  1.1712e-17  0.0000e+00  0.0000e+00     0
  8.5915280e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  1.1323e-17  0.0000e+00  0.0000e+00     0
  8.7396320e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  1.0954e-17  0.0000e+00  0.0000e+00     0
  8.8877360e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  1.0602e-17  0.0000e+00  0.0000e+00     0
  9.0358400e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  1.0266e-17  0.0000e+00  0.0000e+00     0
  9.1839440e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  9.9462e-18  0.0000e+00  0.0000e+00     0
  9.3320480e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  9.6408e-18  0.0000e+00  0.0000e+00     0
  9.4801520e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  9.3492e-18  0.0000e+00  0.0000e+00     0
  9.6282560e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  9.0705e-18  0.0000e+00  0.0000e+00     0
  9.7763600e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  8.8040e-18  0.0000e+00  0.0000e+00     0
  9.9244640e+16  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  8.5490e-18  0.0000e+00  0.0000e+00     0
  1.0072568e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  8.3048e-18  0.0000e+00  0.0000e+00     0
  1.0220672e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  8.0709e-18  0.0000e+00  0.0000e+00     0
  1.0368776e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  7.8467e-18  0.0000e+00  0.0000e+00     0
  1.0516880e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  7.6316e-18  0.0000e+00  0.0000e+00     0
  1.0664984e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  7.4251e-18  0.0000e+00  0.0000e+00     0
  1.0813088e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  7.2269e-18  0.0000e+00  0.0000e+00     0
  1.0961192e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  7.0365e-18  0.0000e+00  0.0000e+00     0
  1.1109296e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  6.8534e-18  0.0000e+00  0.0000e+00     0
  1.1257400e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  6.6774e-18  0.0000e+00  0.0000e+00     0
  1.1405504e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  6.5080e-18  0.0000e+00  0.0000e+00     0
  1.1553608e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  6.3450e-18  0.0000e+00  0.0000e+00     0
  1.1701712e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  6.1880e-18  0.0000e+00  0.0000e+00     0
  1.1849816e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  6.0367e-18  0.0000e+00  0.0000e+00     0
  1.1997920e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  5.8908e-18  0.0000e+00  0.0000e+00     0
  1.2146024e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  5.7502e-18  0.0000e+00  0.0000e+00     0
  1.2294128e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  5.6145e-18  0.0000e+00  0.0000e+00     0
  1.2442232e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  5.4835e-18  0.0000e+00  0.0000e+00     0
  1.2590336e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  5.3570e-18  0.0000e+00  0.0000e+00     0
  1.2738440e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  5.2349e-18  0.0000e+00  0.0000e+00     0
  1.2886544e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  5.1168e-18  0.0000e+00  0.0000e+00     0
  1.3034648e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  5.0027e-18  0.0000e+00  0.0000e+00     0
  1.3182752e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  4.8924e-18  0.0000e+00  0.0000e+00     0
  1.3330856e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  4.7856e-18  0.0000e+00  0.0000e+00     0
  1.3478960e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  4.6823e-18  0.0000e+00  0.0000e+00     0
  1.3627064e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  4.5823e-18  0.0000e+00  0.0000e+00     0
  1.3775168e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  4.4854e-18  0.0000e+00  0.0000e+00     0
  1.3923272e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  4.3916e-18  0.0000e+00  0.0000e+00     0
  1.4071376e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  4.3006e-18  0.0000e+00  0.0000e+00     0
  1.4219480e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  4.2125e-18  0.0000e+00  0.0000e+00     0
  1.4367584e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  4.1270e-18  0.0000e+00  0.0000e+00     0
  1.4515688e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  4.0441e-18  0.0000e+00  0.0000e+00     0
  1.4663792e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  3.9637e-18  0.0000e+00  0.0000e+00     0
  1.4811896e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  3.8856e-18  0.0000e+00  0.0000e+00     0
  1.4960000e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  3.8098e-18  0.0000e+00  0.0000e+00     0
  1.5109600e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  3.0478e-18  0.0000e+00  0.0000e+00     0
  1.5259200e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  3.0478e-18  0.0000e+00  0.0000e+00     0
  1.5408800e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  3.0478e-18  0.0000e+00  0.0000e+00     0
  1.5558400e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  3.0478e-18  0.0000e+00  0.0000e+00     0
  1.5708000e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  3.0478e-18  0.0000e+00  0.0000e+00     0
  1.5857600e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  3.0478e-18  0.0000e+00  0.0000e+00     0
  1.6007200e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  3.0478e-18  0.0000e+00  0.0000e+00     0
  1.6156800e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  3.0478e-18  0.0000e+00  0.0000e+00     0
  1.6306400e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  3.0478e-18  0.0000e+00  0.0000e+00     0
  1.6456000e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  3.0478e-18  0.0000e+00  0.0000e+00     0
  1.6605600e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  3.0478e-18  0.0000e+00  0.0000e+00     0
  1.6755200e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  3.0478e-18  0.0000e+00  0.0000e+00     0
  1.6904800e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  3.0478e-18  0.0000e+00  0.0000e+00     0
  1.7054400e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  3.0478e-18  0.0000e+00  0.0000e+00     0
  1.7204000e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  3.0478e-18  0.0000e+00  0.0000e+00     0
  1.7353600e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  3.0478e-18  0.0000e+00  0.0000e+00     0
  1.7503200e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  3.0478e-18  0.0000e+00  0.0000e+00     0
  1.7652800e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  3.0478e-18  0.0000e+00  0.0000e+00     0
  1.7802400e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  3.0478e-18  0.0000e+00  0.0000e+00     0
  1.7952000e+17  1.7453293e+00  6.2831853e+00    0    0  0.0000e+00   0.00  3.0478e-18  0.0000e+00  0.0000e+00     0
  0.0000000e+00  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  0.0000e+00  0.0000e+00  0.0000e+00     0
  1.4960000e+15  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  3.8098e-16  4.8128e+30  0.0000e+00     0
  2.9770400e+15  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  3.7013e-16  1.2518e+31  0.0000e+00     0
  4.4580800e+15  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  3.5341e-16  2.3050e+31  0.0000e+00     0
  5.9391200e+15  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  3.3240e-16  3.5480e+31  0.0000e+00     0
  7.4201600e+15  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  3.0882e-16  4.8902e+31  0.0000e+00     0
  8.9012000e+15  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  2.8418e-16  6.2554e+31  0.0000e+00     0
  1.0382240e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  2.5971e-16  7.5869e+31  0.0000e+00     0
  1.1863280e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  2.3623e-16  8.8468e+31  0.0000e+00     0
  1.3344320e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  2.1429e-16  1.0014e+32  0.0000e+00     0
  1.4825360e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  1.9413e-16  1.1079e+32  0.0000e+00     0
  1.6306400e+16  2.0943951e+00  0.0000000e+00    2    0  3.5785e+30   7.00  1.7586e-16  1.2040e+32  0.0000e+00     2
  1.7787440e+16  2.0943951e+00  0.0000000e+00    1    0  1.7893e+30   6.20  1.5942e-16  1.2902e+32  0.0000e+00     1
  1.9268480e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  1.4472e-16  1.3672e+32  0.0000e+00     0
  2.0749520e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  1.3161e-16  1.4358e+32  0.0000e+00     0
  2.2230560e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  1.1994e-16  1.4968e+32  0.0000e+00     0
  2.3711600e+16  2.0943951e+00  0.0000000e+00    1    0  1.7893e+30   6.00  1.0956e-16  1.5511e+32  0.0000e+00     1
  2.5192640e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  1.0031e-16  1.5995e+32  0.0000e+00     0
  2.6673680e+16  2.0943951e+00  0.0000000e+00    1    0  1.7893e+30   5.90  9.2075e-17  1.6426e+32  0.0000e+00     1
  2.8154720e+16  2.0943951e+00  0.0000000e+00    2    0  3.5785e+30   6.60  8.4720e-17  1.6812e+32  0.0000e+00     2
  2.9635760e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  7.8140e-17  1.7157e+32  0.0000e+00     0
  3.1116800e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  7.2242e-17  1.7467e+32  0.0000e+00     0
  3.2597840e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  6.6943e-17  1.7745e+32  0.0000e+00     0
  3.4078880e+16  2.0943951e+00  0.0000000e+00    1    0  1.7893e+30   5.80  6.2170e-17  1.7997e+32  0.0000e+00     1
  3.5559920e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  5.7862e-17  1.8224e+32  0.0000e+00     0
  3.7040960e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  5.3963e-17  1.8430e+32  0.0000e+00     0
  3.8522000e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  5.0427e-17  1.8616e+32  0.0000e+00     0
  4.0003040e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  4.7212e-17  1.8787e+32  0.0000e+00     0
  4.1484080e+16  2.0943951e+00  0.0000000e+00    1    0  1.7893e+30   5.80  4.4282e-17  1.8942e+32  0.0000e+00     1
  4.2965120e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  4.1606e-17  1.9084e+32  0.0000e+00     0
  4.4446160e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  3.9157e-17  1.9214e+32  0.0000e+00     0
  4.5927200e+16  2.0943951e+00  0.0000000e+00    1    0  1.7893e+30   5.80  3.6911e-17  1.9333e+32  0.0000e+00     1
  4.7408240e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  3.4846e-17  1.9443e+32  0.0000e+00     0
  4.8889280e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  3.2945e-17  1.9544e+32  0.0000e+00     0
  5.0370320e+16  2.0943951e+00  0.0000000e+00    1    0  1.7893e+30   5.70  3.1191e-17  1.9637e+32  0.0000e+00     1
  5.1851360e+16  2.0943951e+00  0.0000000e+00    2    0  3.5785e+30   6.40  2.9569e-17  1.9724e+32  0.0000e+00     2
  5.3332400e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  2.8068e-17  1.9804e+32  0.0000e+00     0
  5.4813440e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  2.6675e-17  1.9878e+32  0.0000e+00     0
  5.6294480e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  2.5382e-17  1.9947e+32  0.0000e+00     0
  5.7775520e+16  2.0943951e+00  0.0000000e+00    2    0  3.5785e+30   6.40  2.4178e-17  2.0012e+32  0.0000e+00     2
  5.9256560e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  2.3056e-17  2.0072e+32  0.0000e+00     0
  6.0737600e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  2.2009e-17  2.0128e+32  0.0000e+00     0
  6.2218640e+16  2.0943951e+00  0.0000000e+00    3    0  5.3678e+30   6.90  2.1030e-17  2.0180e+32  0.0000e+00     3
  6.3699680e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  2.0114e-17  2.0230e+32  0.0000e+00     0
  6.5180720e+16  2.0943951e+00  0.0000000e+00    2    0  3.5785e+30   6.40  1.9255e-17  2.0276e+32  0.0000e+00     2
  6.6661760e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  1.8450e-17  2.0319e+32  0.0000e+00     0
  6.8142800e+16  2.0943951e+00  0.0000000e+00    3    0  5.3678e+30   6.90  1.7693e-17  2.0360e+32  0.0000e+00     3
  6.9623840e+16  2.0943951e+00  0.0000000e+00    1    0  1.7893e+30   5.70  1.6981e-17  2.0398e+32  0.0000e+00     1
  7.1104880e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  1.6311e-17  2.0434e+32  0.0000e+00     0
  7.2585920e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  1.5679e-17  2.0468e+32  0.0000e+00     0
  7.4066960e+16  2.0943951e+00  0.0000000e+00    1    0  1.7893e+30   5.70  1.5082e-17  2.0500e+32  0.0000e+00     1
  7.5548000e+16  2.0943951e+00  0.0000000e+00    2    0  3.5785e+30   6.40  1.4519e-17  2.0530e+32  0.0000e+00     2
  7.7029040e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  1.3986e-17  2.0559e+32  0.0000e+00     0
  7.8510080e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  1.3482e-17  2.0586e+32  0.0000e+00     0
  7.9991120e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  1.3004e-17  2.0612e+32  0.0000e+00     0
  8.1472160e+16  2.0943951e+00  0.0000000e+00    2    0  3.5785e+30   6.40  1.2551e-17  2.0637e+32  0.0000e+00     2
  8.2953200e+16  2.0943951e+00  0.0000000e+00    3    0  5.3678e+30   6.80  1.2121e-17  2.0660e+32  0.0000e+00     3
  8.4434240e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  1.1712e-17  2.0682e+32  0.0000e+00     0
  8.5915280e+16  2.0943951e+00  0.0000000e+00    1    0  1.7893e+30   5.70  1.1323e-17  2.0703e+32  0.0000e+00     1
  8.7396320e+16  2.0943951e+00  0.0000000e+00    1    0  1.7893e+30   5.70  1.0954e-17  2.0723e+32  0.0000e+00     1
  8.8877360e+16  2.0943951e+00  0.0000000e+00    2    0  3.5785e+30   6.40  1.0602e-17  2.0742e+32  0.0000e+00     2
  9.0358400e+16  2.0943951e+00  0.0000000e+00    1    0  1.7893e+30   5.70  1.0266e-17  2.0760e+32  0.0000e+00     1
  9.1839440e+16  2.0943951e+00  0.0000000e+00    1    0  1.7893e+30   5.70  9.9462e-18  2.0777e+32  0.0000e+00     1
  9.3320480e+16  2.0943951e+00  0.0000000e+00    2    0  3.5785e+30   6.40  9.6408e-18  2.0794e+32  0.0000e+00     2
  9.4801520e+16  2.0943951e+00  0.0000000e+00    1    0  1.7893e+30   5.70  9.3492e-18  2.0810e+32  0.0000e+00     1
  9.6282560e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  9.0705e-18  2.0825e+32  0.0000e+00     0
  9.7763600e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  8.8040e-18  2.0839e+32  0.0000e+00     0
  9.9244640e+16  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  8.5490e-18  2.0853e+32  0.0000e+00     0
  1.0072568e+17  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  8.3048e-18  2.0866e+32  0.0000e+00     0
  1.0220672e+17  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  8.0709e-18  2.0879e+32  0.0000e+00     0
  1.0368776e+17  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  7.8467e-18  2.0891e+32  0.0000e+00     0
  1.0516880e+17  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  7.6316e-18  2.0903e+32  0.0000e+00     0
  1.0664984e+17  2.0943951e+00  0.0000000e+00    2    0  3.5785e+30   6.40  7.4251e-18  2.0914e+32  0.0000e+00     2
  1.0813088e+17  2.0943951e+00  0.0000000e+00    2    0  3.5785e+30   6.40  7.2269e-18  2.0925e+32  0.0000e+00     2
  1.0961192e+17  2.0943951e+00  0.0000000e+00    1    0  1.7893e+30   5.70  7.0365e-18  2.0935e+32  0.0000e+00     1
  1.1109296e+17  2.0943951e+00  0.0000000e+00    1    0  1.7893e+30   5.70  6.8534e-18  2.0945e+32  0.0000e+00     1
  1.1257400e+17  2.0943951e+00  0.0000000e+00    2    0  3.5785e+30   6.40  6.6774e-18  2.0955e+32  0.0000e+00     2
  1.1405504e+17  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  6.5080e-18  2.0964e+32  0.0000e+00     0
  1.1553608e+17  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  6.3450e-18  2.0973e+32  0.0000e+00     0
  1.1701712e+17  2.0943951e+00  0.0000000e+00    1    0  1.7893e+30   5.70  6.1880e-18  2.0981e+32  0.0000e+00     1
  1.1849816e+17  2.0943951e+00  0.0000000e+00    2    0  3.5785e+30   6.40  6.0367e-18  2.0990e+32  0.0000e+00     2
  1.1997920e+17  2.0943951e+00  0.0000000e+00    0    0  0.0000e+00   0.00  5.8908e-18  2.0998e+32  0.0000e+00     0
